2017-02-12 23:33:35,225 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-0.csv
2017-02-13 00:24:26,377 - ___log_ - INFO - Doing regression 0.41; 2011-39
2017-02-13 00:24:29,170 - ___log_ - INFO - Doing regression 0.73; 2012-38
2017-02-13 00:24:31,029 - ___log_ - INFO - Doing regression 0.51; 2011-39
2017-02-13 00:24:35,994 - ___log_ - INFO - Doing regression 0.61; 2011-39
2017-02-13 00:24:36,145 - ___log_ - INFO - Doing regression 0.83; 2012-38
2017-02-13 00:24:41,551 - ___log_ - INFO - Doing regression 0.71; 2011-39
2017-02-13 00:24:43,458 - ___log_ - INFO - Doing regression 0.94; 2012-38
2017-02-13 00:24:45,831 - ___log_ - INFO - Start pickling; 2012-38
2017-02-13 00:24:45,985 - ___log_ - INFO - Doing regression 0.82; 2011-39
2017-02-13 00:24:46,087 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-39.csv
2017-02-13 00:24:46,087 - ___log_ - INFO - Start loading; 2012-39
2017-02-13 00:24:54,448 - ___log_ - INFO - Doing regression 0.92; 2011-39
2017-02-13 00:24:55,285 - ___log_ - INFO - Doing regression 0.00; 2010-29
2017-02-13 00:24:57,360 - ___log_ - INFO - Start pickling; 2011-39
2017-02-13 00:24:57,528 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-4.csv
2017-02-13 00:24:57,528 - ___log_ - INFO - Start loading; 2011-4
2017-02-13 00:25:00,289 - ___log_ - INFO - Doing regression 0.00; 2009-28
2017-02-13 00:25:06,486 - ___log_ - INFO - Doing regression 0.09; 2010-29
2017-02-13 00:25:14,680 - ___log_ - INFO - Doing regression 0.10; 2009-28
2017-02-13 00:25:15,592 - ___log_ - INFO - Doing regression 0.19; 2010-29
2017-02-13 00:25:24,542 - ___log_ - INFO - Doing regression 0.20; 2009-28
2017-02-13 00:25:26,683 - ___log_ - INFO - Doing regression 0.28; 2010-29
2017-02-13 00:25:26,703 - ___log_ - INFO - Doing regression 0.00; 2012-39
2017-02-13 00:25:33,264 - ___log_ - INFO - Doing regression 0.00; 2011-4
2017-02-13 00:25:33,856 - ___log_ - INFO - Doing regression 0.29; 2009-28
2017-02-13 00:25:36,513 - ___log_ - INFO - Doing regression 0.38; 2010-29
2017-02-13 00:25:36,753 - ___log_ - INFO - Doing regression 0.10; 2012-39
2017-02-13 00:25:40,361 - ___log_ - INFO - Doing regression 0.10; 2011-4
2017-02-13 00:25:43,011 - ___log_ - INFO - Doing regression 0.47; 2010-29
2017-02-13 00:25:43,660 - ___log_ - INFO - Doing regression 0.39; 2009-28
2017-02-13 00:25:44,301 - ___log_ - INFO - Doing regression 0.21; 2012-39
2017-02-13 00:25:44,634 - ___log_ - INFO - Doing regression 0.20; 2011-4
2017-02-13 00:25:50,599 - ___log_ - INFO - Doing regression 0.31; 2012-39
2017-02-13 00:25:51,706 - ___log_ - INFO - Doing regression 0.31; 2011-4
2017-02-13 00:25:52,554 - ___log_ - INFO - Doing regression 0.49; 2009-28
2017-02-13 00:25:53,343 - ___log_ - INFO - Doing regression 0.57; 2010-29
2017-02-13 00:25:54,776 - ___log_ - INFO - Doing regression 0.42; 2012-39
2017-02-13 00:25:55,624 - ___log_ - INFO - Doing regression 0.41; 2011-4
2017-02-13 00:25:58,516 - ___log_ - INFO - Doing regression 0.52; 2012-39
2017-02-13 00:26:00,363 - ___log_ - INFO - Doing regression 0.59; 2009-28
2017-02-13 00:26:01,028 - ___log_ - INFO - Doing regression 0.51; 2011-4
2017-02-13 00:26:04,201 - ___log_ - INFO - Doing regression 0.66; 2010-29
2017-02-13 00:26:04,551 - ___log_ - INFO - Doing regression 0.62; 2012-39
2017-02-13 00:26:08,150 - ___log_ - INFO - Doing regression 0.61; 2011-4
2017-02-13 00:26:11,271 - ___log_ - INFO - Doing regression 0.69; 2009-28
2017-02-13 00:26:11,914 - ___log_ - INFO - Doing regression 0.73; 2012-39
2017-02-13 00:26:12,436 - ___log_ - INFO - Doing regression 0.75; 2010-29
2017-02-13 00:26:13,505 - ___log_ - INFO - Doing regression 0.71; 2011-4
2017-02-13 00:26:17,395 - ___log_ - INFO - Doing regression 0.78; 2009-28
2017-02-13 00:26:17,976 - ___log_ - INFO - Doing regression 0.83; 2012-39
2017-02-13 00:26:19,473 - ___log_ - INFO - Doing regression 0.82; 2011-4
2017-02-13 00:26:20,271 - ___log_ - INFO - Doing regression 0.85; 2010-29
2017-02-13 00:26:22,636 - ___log_ - INFO - Doing regression 0.88; 2009-28
2017-02-13 00:26:23,261 - ___log_ - INFO - Doing regression 0.92; 2011-4
2017-02-13 00:26:24,994 - ___log_ - INFO - Doing regression 0.94; 2012-39
2017-02-13 00:26:27,516 - ___log_ - INFO - Doing regression 0.94; 2010-29
2017-02-13 00:26:28,557 - ___log_ - INFO - Start pickling; 2011-4
2017-02-13 00:26:28,695 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-40.csv
2017-02-13 00:26:28,695 - ___log_ - INFO - Start loading; 2011-40
2017-02-13 00:26:29,441 - ___log_ - INFO - Start pickling; 2012-39
2017-02-13 00:26:29,620 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-4.csv
2017-02-13 00:26:29,620 - ___log_ - INFO - Start loading; 2012-4
2017-02-13 00:26:30,912 - ___log_ - INFO - Start pickling; 2010-29
2017-02-13 00:26:31,249 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-3.csv
2017-02-13 00:26:31,250 - ___log_ - INFO - Start loading; 2010-3
2017-02-13 00:26:32,281 - ___log_ - INFO - Doing regression 0.98; 2009-28
2017-02-13 00:26:32,779 - ___log_ - INFO - Start pickling; 2009-28
2017-02-13 00:26:33,061 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-29.csv
2017-02-13 00:26:33,061 - ___log_ - INFO - Start loading; 2009-29
2017-02-13 00:26:53,489 - ___log_ - INFO - Doing regression 0.00; 2011-40
2017-02-13 00:26:58,388 - ___log_ - INFO - Doing regression 0.00; 2012-4
2017-02-13 00:26:59,835 - ___log_ - INFO - Doing regression 0.10; 2011-40
2017-02-13 00:27:03,277 - ___log_ - INFO - Doing regression 0.10; 2012-4
2017-02-13 00:27:05,399 - ___log_ - INFO - Doing regression 0.20; 2011-40
2017-02-13 00:27:08,359 - ___log_ - INFO - Doing regression 0.21; 2012-4
2017-02-13 00:27:11,650 - ___log_ - INFO - Doing regression 0.31; 2011-40
2017-02-13 00:27:16,167 - ___log_ - INFO - Doing regression 0.31; 2012-4
2017-02-13 00:27:16,692 - ___log_ - INFO - Doing regression 0.41; 2011-40
2017-02-13 00:27:21,244 - ___log_ - INFO - Doing regression 0.51; 2011-40
2017-02-13 00:27:21,638 - ___log_ - INFO - Doing regression 0.00; 2010-3
2017-02-13 00:27:22,163 - ___log_ - INFO - Doing regression 0.42; 2012-4
2017-02-13 00:27:27,424 - ___log_ - INFO - Doing regression 0.61; 2011-40
2017-02-13 00:27:28,728 - ___log_ - INFO - Doing regression 0.52; 2012-4
2017-02-13 00:27:30,806 - ___log_ - INFO - Doing regression 0.09; 2010-3
2017-02-13 00:27:31,549 - ___log_ - INFO - Doing regression 0.00; 2009-29
2017-02-13 00:27:31,907 - ___log_ - INFO - Doing regression 0.71; 2011-40
2017-02-13 00:27:34,952 - ___log_ - INFO - Doing regression 0.62; 2012-4
2017-02-13 00:27:38,995 - ___log_ - INFO - Doing regression 0.82; 2011-40
2017-02-13 00:27:39,298 - ___log_ - INFO - Doing regression 0.19; 2010-3
2017-02-13 00:27:41,416 - ___log_ - INFO - Doing regression 0.10; 2009-29
2017-02-13 00:27:42,476 - ___log_ - INFO - Doing regression 0.73; 2012-4
2017-02-13 00:27:43,549 - ___log_ - INFO - Doing regression 0.92; 2011-40
2017-02-13 00:27:45,723 - ___log_ - INFO - Doing regression 0.28; 2010-3
2017-02-13 00:27:47,056 - ___log_ - INFO - Start pickling; 2011-40
2017-02-13 00:27:47,226 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-41.csv
2017-02-13 00:27:47,226 - ___log_ - INFO - Start loading; 2011-41
2017-02-13 00:27:48,226 - ___log_ - INFO - Doing regression 0.20; 2009-29
2017-02-13 00:27:49,820 - ___log_ - INFO - Doing regression 0.83; 2012-4
2017-02-13 00:27:52,732 - ___log_ - INFO - Doing regression 0.37; 2010-3
2017-02-13 00:27:55,637 - ___log_ - INFO - Doing regression 0.94; 2012-4
2017-02-13 00:27:58,692 - ___log_ - INFO - Start pickling; 2012-4
2017-02-13 00:27:58,813 - ___log_ - INFO - Doing regression 0.29; 2009-29
2017-02-13 00:27:58,869 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-40.csv
2017-02-13 00:27:58,869 - ___log_ - INFO - Start loading; 2012-40
2017-02-13 00:28:00,313 - ___log_ - INFO - Doing regression 0.47; 2010-3
2017-02-13 00:28:07,702 - ___log_ - INFO - Doing regression 0.56; 2010-3
2017-02-13 00:28:12,938 - ___log_ - INFO - Doing regression 0.39; 2009-29
2017-02-13 00:28:15,733 - ___log_ - INFO - Doing regression 0.65; 2010-3
2017-02-13 00:28:16,289 - ___log_ - INFO - Doing regression 0.00; 2011-41
2017-02-13 00:28:21,780 - ___log_ - INFO - Doing regression 0.10; 2011-41
2017-02-13 00:28:22,213 - ___log_ - INFO - Doing regression 0.49; 2009-29
2017-02-13 00:28:23,206 - ___log_ - INFO - Doing regression 0.75; 2010-3
2017-02-13 00:28:26,897 - ___log_ - INFO - Doing regression 0.20; 2011-41
2017-02-13 00:28:33,180 - ___log_ - INFO - Doing regression 0.59; 2009-29
2017-02-13 00:28:33,815 - ___log_ - INFO - Doing regression 0.84; 2010-3
2017-02-13 00:28:34,230 - ___log_ - INFO - Doing regression 0.00; 2012-40
2017-02-13 00:28:34,968 - ___log_ - INFO - Doing regression 0.31; 2011-41
2017-02-13 00:28:39,999 - ___log_ - INFO - Doing regression 0.69; 2009-29
2017-02-13 00:28:40,179 - ___log_ - INFO - Doing regression 0.41; 2011-41
2017-02-13 00:28:41,195 - ___log_ - INFO - Doing regression 0.10; 2012-40
2017-02-13 00:28:42,137 - ___log_ - INFO - Doing regression 0.93; 2010-3
2017-02-13 00:28:44,147 - ___log_ - INFO - Doing regression 0.51; 2011-41
2017-02-13 00:28:46,636 - ___log_ - INFO - Start pickling; 2010-3
2017-02-13 00:28:46,675 - ___log_ - INFO - Doing regression 0.78; 2009-29
2017-02-13 00:28:46,796 - ___log_ - INFO - Doing regression 0.21; 2012-40
2017-02-13 00:28:47,037 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-30.csv
2017-02-13 00:28:47,037 - ___log_ - INFO - Start loading; 2010-30
2017-02-13 00:28:50,957 - ___log_ - INFO - Doing regression 0.61; 2011-41
2017-02-13 00:28:52,872 - ___log_ - INFO - Doing regression 0.31; 2012-40
2017-02-13 00:28:53,803 - ___log_ - INFO - Doing regression 0.88; 2009-29
2017-02-13 00:28:55,751 - ___log_ - INFO - Doing regression 0.71; 2011-41
2017-02-13 00:28:57,685 - ___log_ - INFO - Doing regression 0.42; 2012-40
2017-02-13 00:29:01,060 - ___log_ - INFO - Doing regression 0.82; 2011-41
2017-02-13 00:29:03,339 - ___log_ - INFO - Doing regression 0.52; 2012-40
2017-02-13 00:29:04,654 - ___log_ - INFO - Doing regression 0.98; 2009-29
2017-02-13 00:29:05,633 - ___log_ - INFO - Start pickling; 2009-29
2017-02-13 00:29:05,991 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-3.csv
2017-02-13 00:29:05,992 - ___log_ - INFO - Start loading; 2009-3
2017-02-13 00:29:06,818 - ___log_ - INFO - Doing regression 0.92; 2011-41
2017-02-13 00:29:08,394 - ___log_ - INFO - Doing regression 0.62; 2012-40
2017-02-13 00:29:11,791 - ___log_ - INFO - Start pickling; 2011-41
2017-02-13 00:29:11,982 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-42.csv
2017-02-13 00:29:11,983 - ___log_ - INFO - Start loading; 2011-42
2017-02-13 00:29:16,069 - ___log_ - INFO - Doing regression 0.73; 2012-40
2017-02-13 00:29:21,641 - ___log_ - INFO - Doing regression 0.83; 2012-40
2017-02-13 00:29:25,792 - ___log_ - INFO - Doing regression 0.94; 2012-40
2017-02-13 00:29:30,348 - ___log_ - INFO - Start pickling; 2012-40
2017-02-13 00:29:30,525 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-41.csv
2017-02-13 00:29:30,525 - ___log_ - INFO - Start loading; 2012-41
2017-02-13 00:29:35,215 - ___log_ - INFO - Doing regression 0.00; 2010-30
2017-02-13 00:29:41,656 - ___log_ - INFO - Doing regression 0.00; 2011-42
2017-02-13 00:29:42,457 - ___log_ - INFO - Doing regression 0.09; 2010-30
2017-02-13 00:29:49,396 - ___log_ - INFO - Doing regression 0.10; 2011-42
2017-02-13 00:29:51,827 - ___log_ - INFO - Doing regression 0.19; 2010-30
2017-02-13 00:29:53,493 - ___log_ - INFO - Doing regression 0.20; 2011-42
2017-02-13 00:29:55,685 - ___log_ - INFO - Doing regression 0.00; 2009-3
2017-02-13 00:29:58,279 - ___log_ - INFO - Doing regression 0.31; 2011-42
2017-02-13 00:30:02,744 - ___log_ - INFO - Doing regression 0.28; 2010-30
2017-02-13 00:30:03,967 - ___log_ - INFO - Doing regression 0.10; 2009-3
2017-02-13 00:30:04,154 - ___log_ - INFO - Doing regression 0.41; 2011-42
2017-02-13 00:30:05,213 - ___log_ - INFO - Doing regression 0.00; 2012-41
2017-02-13 00:30:12,731 - ___log_ - INFO - Doing regression 0.20; 2009-3
2017-02-13 00:30:13,214 - ___log_ - INFO - Doing regression 0.51; 2011-42
2017-02-13 00:30:13,405 - ___log_ - INFO - Doing regression 0.38; 2010-30
2017-02-13 00:30:14,906 - ___log_ - INFO - Doing regression 0.10; 2012-41
2017-02-13 00:30:17,875 - ___log_ - INFO - Doing regression 0.61; 2011-42
2017-02-13 00:30:19,900 - ___log_ - INFO - Doing regression 0.29; 2009-3
2017-02-13 00:30:20,064 - ___log_ - INFO - Doing regression 0.21; 2012-41
2017-02-13 00:30:21,123 - ___log_ - INFO - Doing regression 0.47; 2010-30
2017-02-13 00:30:23,648 - ___log_ - INFO - Doing regression 0.71; 2011-42
2017-02-13 00:30:24,713 - ___log_ - INFO - Doing regression 0.39; 2009-3
2017-02-13 00:30:25,422 - ___log_ - INFO - Doing regression 0.31; 2012-41
2017-02-13 00:30:27,407 - ___log_ - INFO - Doing regression 0.57; 2010-30
2017-02-13 00:30:29,004 - ___log_ - INFO - Doing regression 0.82; 2011-42
2017-02-13 00:30:31,713 - ___log_ - INFO - Doing regression 0.42; 2012-41
2017-02-13 00:30:34,330 - ___log_ - INFO - Doing regression 0.66; 2010-30
2017-02-13 00:30:35,456 - ___log_ - INFO - Doing regression 0.92; 2011-42
2017-02-13 00:30:35,770 - ___log_ - INFO - Doing regression 0.49; 2009-3
2017-02-13 00:30:36,908 - ___log_ - INFO - Doing regression 0.52; 2012-41
2017-02-13 00:30:41,751 - ___log_ - INFO - Start pickling; 2011-42
2017-02-13 00:30:41,942 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-43.csv
2017-02-13 00:30:41,942 - ___log_ - INFO - Start loading; 2011-43
2017-02-13 00:30:42,514 - ___log_ - INFO - Doing regression 0.62; 2012-41
2017-02-13 00:30:42,800 - ___log_ - INFO - Doing regression 0.59; 2009-3
2017-02-13 00:30:43,493 - ___log_ - INFO - Doing regression 0.75; 2010-30
2017-02-13 00:30:47,512 - ___log_ - INFO - Doing regression 0.73; 2012-41
2017-02-13 00:30:50,146 - ___log_ - INFO - Doing regression 0.69; 2009-3
2017-02-13 00:30:51,661 - ___log_ - INFO - Doing regression 0.83; 2012-41
2017-02-13 00:30:53,074 - ___log_ - INFO - Doing regression 0.85; 2010-30
2017-02-13 00:30:57,307 - ___log_ - INFO - Doing regression 0.94; 2012-41
2017-02-13 00:30:58,714 - ___log_ - INFO - Doing regression 0.78; 2009-3
2017-02-13 00:31:00,860 - ___log_ - INFO - Start pickling; 2012-41
2017-02-13 00:31:01,058 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-42.csv
2017-02-13 00:31:01,058 - ___log_ - INFO - Start loading; 2012-42
2017-02-13 00:31:01,926 - ___log_ - INFO - Doing regression 0.94; 2010-30
2017-02-13 00:31:05,697 - ___log_ - INFO - Start pickling; 2010-30
2017-02-13 00:31:06,062 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-31.csv
2017-02-13 00:31:06,062 - ___log_ - INFO - Start loading; 2010-31
2017-02-13 00:31:08,288 - ___log_ - INFO - Doing regression 0.88; 2009-3
2017-02-13 00:31:08,840 - ___log_ - INFO - Doing regression 0.00; 2011-43
2017-02-13 00:31:14,608 - ___log_ - INFO - Doing regression 0.10; 2011-43
2017-02-13 00:31:17,716 - ___log_ - INFO - Doing regression 0.98; 2009-3
2017-02-13 00:31:18,566 - ___log_ - INFO - Start pickling; 2009-3
2017-02-13 00:31:18,882 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-30.csv
2017-02-13 00:31:18,882 - ___log_ - INFO - Start loading; 2009-30
2017-02-13 00:31:20,353 - ___log_ - INFO - Doing regression 0.20; 2011-43
2017-02-13 00:31:26,866 - ___log_ - INFO - Doing regression 0.31; 2011-43
2017-02-13 00:31:29,855 - ___log_ - INFO - Doing regression 0.00; 2012-42
2017-02-13 00:31:32,473 - ___log_ - INFO - Doing regression 0.41; 2011-43
2017-02-13 00:31:33,239 - ___log_ - INFO - Doing regression 0.10; 2012-42
2017-02-13 00:31:37,993 - ___log_ - INFO - Doing regression 0.51; 2011-43
2017-02-13 00:31:38,417 - ___log_ - INFO - Doing regression 0.21; 2012-42
2017-02-13 00:31:41,858 - ___log_ - INFO - Doing regression 0.61; 2011-43
2017-02-13 00:31:44,912 - ___log_ - INFO - Doing regression 0.31; 2012-42
2017-02-13 00:31:47,258 - ___log_ - INFO - Doing regression 0.71; 2011-43
2017-02-13 00:31:49,499 - ___log_ - INFO - Doing regression 0.42; 2012-42
2017-02-13 00:31:51,462 - ___log_ - INFO - Doing regression 0.82; 2011-43
2017-02-13 00:31:54,674 - ___log_ - INFO - Doing regression 0.52; 2012-42
2017-02-13 00:31:57,997 - ___log_ - INFO - Doing regression 0.92; 2011-43
2017-02-13 00:32:01,314 - ___log_ - INFO - Doing regression 0.00; 2010-31
2017-02-13 00:32:02,640 - ___log_ - INFO - Doing regression 0.62; 2012-42
2017-02-13 00:32:03,562 - ___log_ - INFO - Start pickling; 2011-43
2017-02-13 00:32:03,810 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-44.csv
2017-02-13 00:32:03,810 - ___log_ - INFO - Start loading; 2011-44
2017-02-13 00:32:07,846 - ___log_ - INFO - Doing regression 0.73; 2012-42
2017-02-13 00:32:09,939 - ___log_ - INFO - Doing regression 0.09; 2010-31
2017-02-13 00:32:13,859 - ___log_ - INFO - Doing regression 0.83; 2012-42
2017-02-13 00:32:16,930 - ___log_ - INFO - Doing regression 0.00; 2009-30
2017-02-13 00:32:20,784 - ___log_ - INFO - Doing regression 0.94; 2012-42
2017-02-13 00:32:21,915 - ___log_ - INFO - Doing regression 0.19; 2010-31
2017-02-13 00:32:23,507 - ___log_ - INFO - Doing regression 0.10; 2009-30
2017-02-13 00:32:26,216 - ___log_ - INFO - Start pickling; 2012-42
2017-02-13 00:32:26,525 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-43.csv
2017-02-13 00:32:26,526 - ___log_ - INFO - Start loading; 2012-43
2017-02-13 00:32:30,687 - ___log_ - INFO - Doing regression 0.00; 2011-44
2017-02-13 00:32:32,072 - ___log_ - INFO - Doing regression 0.28; 2010-31
2017-02-13 00:32:34,889 - ___log_ - INFO - Doing regression 0.20; 2009-30
2017-02-13 00:32:36,322 - ___log_ - INFO - Doing regression 0.10; 2011-44
2017-02-13 00:32:41,105 - ___log_ - INFO - Doing regression 0.38; 2010-31
2017-02-13 00:32:42,025 - ___log_ - INFO - Doing regression 0.20; 2011-44
2017-02-13 00:32:44,012 - ___log_ - INFO - Doing regression 0.29; 2009-30
2017-02-13 00:32:47,400 - ___log_ - INFO - Doing regression 0.31; 2011-44
2017-02-13 00:32:51,407 - ___log_ - INFO - Doing regression 0.47; 2010-31
2017-02-13 00:32:53,169 - ___log_ - INFO - Doing regression 0.39; 2009-30
2017-02-13 00:32:53,458 - ___log_ - INFO - Doing regression 0.41; 2011-44
2017-02-13 00:32:56,700 - ___log_ - INFO - Doing regression 0.51; 2011-44
2017-02-13 00:33:00,458 - ___log_ - INFO - Doing regression 0.00; 2012-43
2017-02-13 00:33:00,695 - ___log_ - INFO - Doing regression 0.57; 2010-31
2017-02-13 00:33:02,254 - ___log_ - INFO - Doing regression 0.61; 2011-44
2017-02-13 00:33:02,373 - ___log_ - INFO - Doing regression 0.49; 2009-30
2017-02-13 00:33:05,710 - ___log_ - INFO - Doing regression 0.10; 2012-43
2017-02-13 00:33:06,361 - ___log_ - INFO - Doing regression 0.71; 2011-44
2017-02-13 00:33:06,833 - ___log_ - INFO - Doing regression 0.66; 2010-31
2017-02-13 00:33:11,079 - ___log_ - INFO - Doing regression 0.82; 2011-44
2017-02-13 00:33:11,816 - ___log_ - INFO - Doing regression 0.59; 2009-30
2017-02-13 00:33:13,022 - ___log_ - INFO - Doing regression 0.75; 2010-31
2017-02-13 00:33:14,003 - ___log_ - INFO - Doing regression 0.21; 2012-43
2017-02-13 00:33:16,496 - ___log_ - INFO - Doing regression 0.92; 2011-44
2017-02-13 00:33:17,884 - ___log_ - INFO - Doing regression 0.69; 2009-30
2017-02-13 00:33:18,561 - ___log_ - INFO - Doing regression 0.31; 2012-43
2017-02-13 00:33:20,628 - ___log_ - INFO - Doing regression 0.85; 2010-31
2017-02-13 00:33:20,919 - ___log_ - INFO - Start pickling; 2011-44
2017-02-13 00:33:21,089 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-45.csv
2017-02-13 00:33:21,089 - ___log_ - INFO - Start loading; 2011-45
2017-02-13 00:33:24,508 - ___log_ - INFO - Doing regression 0.42; 2012-43
2017-02-13 00:33:26,790 - ___log_ - INFO - Doing regression 0.94; 2010-31
2017-02-13 00:33:29,426 - ___log_ - INFO - Doing regression 0.78; 2009-30
2017-02-13 00:33:31,561 - ___log_ - INFO - Doing regression 0.52; 2012-43
2017-02-13 00:33:31,642 - ___log_ - INFO - Start pickling; 2010-31
2017-02-13 00:33:31,915 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-32.csv
2017-02-13 00:33:31,916 - ___log_ - INFO - Start loading; 2010-32
2017-02-13 00:33:36,937 - ___log_ - INFO - Doing regression 0.88; 2009-30
2017-02-13 00:33:37,332 - ___log_ - INFO - Doing regression 0.62; 2012-43
2017-02-13 00:33:43,613 - ___log_ - INFO - Doing regression 0.73; 2012-43
2017-02-13 00:33:47,631 - ___log_ - INFO - Doing regression 0.00; 2011-45
2017-02-13 00:33:47,929 - ___log_ - INFO - Doing regression 0.98; 2009-30
2017-02-13 00:33:48,408 - ___log_ - INFO - Doing regression 0.83; 2012-43
2017-02-13 00:33:48,967 - ___log_ - INFO - Start pickling; 2009-30
2017-02-13 00:33:49,313 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-31.csv
2017-02-13 00:33:49,313 - ___log_ - INFO - Start loading; 2009-31
2017-02-13 00:33:52,850 - ___log_ - INFO - Doing regression 0.94; 2012-43
2017-02-13 00:33:53,240 - ___log_ - INFO - Doing regression 0.10; 2011-45
2017-02-13 00:33:55,970 - ___log_ - INFO - Start pickling; 2012-43
2017-02-13 00:33:56,158 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-44.csv
2017-02-13 00:33:56,158 - ___log_ - INFO - Start loading; 2012-44
2017-02-13 00:33:58,327 - ___log_ - INFO - Doing regression 0.20; 2011-45
2017-02-13 00:34:03,728 - ___log_ - INFO - Doing regression 0.31; 2011-45
2017-02-13 00:34:08,333 - ___log_ - INFO - Doing regression 0.41; 2011-45
2017-02-13 00:34:12,548 - ___log_ - INFO - Doing regression 0.51; 2011-45
2017-02-13 00:34:18,308 - ___log_ - INFO - Doing regression 0.61; 2011-45
2017-02-13 00:34:21,062 - ___log_ - INFO - Doing regression 0.71; 2011-45
2017-02-13 00:34:26,070 - ___log_ - INFO - Doing regression 0.00; 2010-32
2017-02-13 00:34:27,709 - ___log_ - INFO - Doing regression 0.82; 2011-45
2017-02-13 00:34:33,349 - ___log_ - INFO - Doing regression 0.00; 2012-44
2017-02-13 00:34:34,593 - ___log_ - INFO - Doing regression 0.09; 2010-32
2017-02-13 00:34:34,740 - ___log_ - INFO - Doing regression 0.92; 2011-45
2017-02-13 00:34:40,010 - ___log_ - INFO - Doing regression 0.10; 2012-44
2017-02-13 00:34:40,136 - ___log_ - INFO - Start pickling; 2011-45
2017-02-13 00:34:40,351 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-46.csv
2017-02-13 00:34:40,351 - ___log_ - INFO - Start loading; 2011-46
2017-02-13 00:34:43,855 - ___log_ - INFO - Doing regression 0.19; 2010-32
2017-02-13 00:34:45,688 - ___log_ - INFO - Doing regression 0.21; 2012-44
2017-02-13 00:34:52,595 - ___log_ - INFO - Doing regression 0.00; 2009-31
2017-02-13 00:34:53,230 - ___log_ - INFO - Doing regression 0.28; 2010-32
2017-02-13 00:34:53,581 - ___log_ - INFO - Doing regression 0.31; 2012-44
2017-02-13 00:34:59,109 - ___log_ - INFO - Doing regression 0.38; 2010-32
2017-02-13 00:35:00,879 - ___log_ - INFO - Doing regression 0.42; 2012-44
2017-02-13 00:35:01,489 - ___log_ - INFO - Doing regression 0.10; 2009-31
2017-02-13 00:35:06,866 - ___log_ - INFO - Doing regression 0.52; 2012-44
2017-02-13 00:35:09,303 - ___log_ - INFO - Doing regression 0.47; 2010-32
