2017-02-12 23:33:35,225 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-0.csv
2017-02-12 23:59:08,511 - ___log_ - INFO - Doing regression 0.56; 2010-18
2017-02-12 23:59:10,129 - ___log_ - INFO - Doing regression 0.62; 2012-22
2017-02-12 23:59:11,581 - ___log_ - INFO - Doing regression 0.59; 2009-18
2017-02-12 23:59:17,176 - ___log_ - INFO - Doing regression 0.65; 2010-18
2017-02-12 23:59:19,937 - ___log_ - INFO - Doing regression 0.73; 2012-22
2017-02-12 23:59:24,760 - ___log_ - INFO - Doing regression 0.75; 2010-18
2017-02-12 23:59:27,324 - ___log_ - INFO - Doing regression 0.00; 2011-23
2017-02-12 23:59:27,478 - ___log_ - INFO - Doing regression 0.83; 2012-22
2017-02-12 23:59:27,483 - ___log_ - INFO - Doing regression 0.69; 2009-18
2017-02-12 23:59:30,770 - ___log_ - INFO - Doing regression 0.94; 2012-22
2017-02-12 23:59:31,868 - ___log_ - INFO - Doing regression 0.84; 2010-18
2017-02-12 23:59:33,156 - ___log_ - INFO - Doing regression 0.10; 2011-23
2017-02-12 23:59:34,860 - ___log_ - INFO - Start pickling; 2012-22
2017-02-12 23:59:35,056 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-23.csv
2017-02-12 23:59:35,057 - ___log_ - INFO - Start loading; 2012-23
2017-02-12 23:59:37,621 - ___log_ - INFO - Doing regression 0.78; 2009-18
2017-02-12 23:59:39,282 - ___log_ - INFO - Doing regression 0.93; 2010-18
2017-02-12 23:59:39,891 - ___log_ - INFO - Doing regression 0.20; 2011-23
2017-02-12 23:59:44,163 - ___log_ - INFO - Doing regression 0.31; 2011-23
2017-02-12 23:59:44,464 - ___log_ - INFO - Start pickling; 2010-18
2017-02-12 23:59:44,746 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-19.csv
2017-02-12 23:59:44,746 - ___log_ - INFO - Start loading; 2010-19
2017-02-12 23:59:46,256 - ___log_ - INFO - Doing regression 0.88; 2009-18
2017-02-12 23:59:49,951 - ___log_ - INFO - Doing regression 0.41; 2011-23
2017-02-12 23:59:53,482 - ___log_ - INFO - Doing regression 0.98; 2009-18
2017-02-12 23:59:53,841 - ___log_ - INFO - Start pickling; 2009-18
2017-02-12 23:59:54,129 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-19.csv
2017-02-12 23:59:54,129 - ___log_ - INFO - Start loading; 2009-19
2017-02-12 23:59:55,558 - ___log_ - INFO - Doing regression 0.51; 2011-23
2017-02-13 00:00:00,317 - ___log_ - INFO - Doing regression 0.61; 2011-23
2017-02-13 00:00:04,949 - ___log_ - INFO - Doing regression 0.00; 2012-23
2017-02-13 00:00:07,223 - ___log_ - INFO - Doing regression 0.71; 2011-23
2017-02-13 00:00:09,929 - ___log_ - INFO - Doing regression 0.10; 2012-23
2017-02-13 00:00:11,739 - ___log_ - INFO - Doing regression 0.82; 2011-23
2017-02-13 00:00:17,443 - ___log_ - INFO - Doing regression 0.21; 2012-23
2017-02-13 00:00:17,484 - ___log_ - INFO - Doing regression 0.92; 2011-23
2017-02-13 00:00:21,933 - ___log_ - INFO - Doing regression 0.31; 2012-23
2017-02-13 00:00:22,033 - ___log_ - INFO - Start pickling; 2011-23
2017-02-13 00:00:22,209 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-24.csv
2017-02-13 00:00:22,209 - ___log_ - INFO - Start loading; 2011-24
2017-02-13 00:00:23,845 - ___log_ - INFO - Doing regression 0.00; 2010-19
2017-02-13 00:00:27,061 - ___log_ - INFO - Doing regression 0.42; 2012-23
2017-02-13 00:00:30,977 - ___log_ - INFO - Doing regression 0.09; 2010-19
2017-02-13 00:00:32,428 - ___log_ - INFO - Doing regression 0.52; 2012-23
2017-02-13 00:00:36,334 - ___log_ - INFO - Doing regression 0.19; 2010-19
2017-02-13 00:00:37,754 - ___log_ - INFO - Doing regression 0.62; 2012-23
2017-02-13 00:00:38,004 - ___log_ - INFO - Doing regression 0.00; 2009-19
2017-02-13 00:00:42,985 - ___log_ - INFO - Doing regression 0.73; 2012-23
2017-02-13 00:00:45,203 - ___log_ - INFO - Doing regression 0.10; 2009-19
2017-02-13 00:00:45,730 - ___log_ - INFO - Doing regression 0.28; 2010-19
2017-02-13 00:00:50,116 - ___log_ - INFO - Doing regression 0.83; 2012-23
2017-02-13 00:00:51,942 - ___log_ - INFO - Doing regression 0.20; 2009-19
2017-02-13 00:00:54,079 - ___log_ - INFO - Doing regression 0.37; 2010-19
2017-02-13 00:00:54,442 - ___log_ - INFO - Doing regression 0.00; 2011-24
2017-02-13 00:00:58,060 - ___log_ - INFO - Doing regression 0.94; 2012-23
2017-02-13 00:00:59,275 - ___log_ - INFO - Doing regression 0.10; 2011-24
2017-02-13 00:01:00,634 - ___log_ - INFO - Doing regression 0.47; 2010-19
2017-02-13 00:01:00,691 - ___log_ - INFO - Doing regression 0.29; 2009-19
2017-02-13 00:01:01,310 - ___log_ - INFO - Start pickling; 2012-23
2017-02-13 00:01:01,541 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-24.csv
2017-02-13 00:01:01,541 - ___log_ - INFO - Start loading; 2012-24
2017-02-13 00:01:04,684 - ___log_ - INFO - Doing regression 0.20; 2011-24
2017-02-13 00:01:05,396 - ___log_ - INFO - Doing regression 0.56; 2010-19
2017-02-13 00:01:06,572 - ___log_ - INFO - Doing regression 0.39; 2009-19
2017-02-13 00:01:11,049 - ___log_ - INFO - Doing regression 0.31; 2011-24
2017-02-13 00:01:13,266 - ___log_ - INFO - Doing regression 0.65; 2010-19
2017-02-13 00:01:15,694 - ___log_ - INFO - Doing regression 0.49; 2009-19
2017-02-13 00:01:16,426 - ___log_ - INFO - Doing regression 0.41; 2011-24
2017-02-13 00:01:19,393 - ___log_ - INFO - Doing regression 0.75; 2010-19
2017-02-13 00:01:21,455 - ___log_ - INFO - Doing regression 0.51; 2011-24
2017-02-13 00:01:22,619 - ___log_ - INFO - Doing regression 0.59; 2009-19
2017-02-13 00:01:26,264 - ___log_ - INFO - Doing regression 0.84; 2010-19
2017-02-13 00:01:27,646 - ___log_ - INFO - Doing regression 0.61; 2011-24
2017-02-13 00:01:27,860 - ___log_ - INFO - Doing regression 0.00; 2012-24
2017-02-13 00:01:29,808 - ___log_ - INFO - Doing regression 0.69; 2009-19
2017-02-13 00:01:31,952 - ___log_ - INFO - Doing regression 0.93; 2010-19
2017-02-13 00:01:32,320 - ___log_ - INFO - Doing regression 0.71; 2011-24
2017-02-13 00:01:34,181 - ___log_ - INFO - Doing regression 0.10; 2012-24
2017-02-13 00:01:36,236 - ___log_ - INFO - Start pickling; 2010-19
2017-02-13 00:01:36,459 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-2.csv
2017-02-13 00:01:36,459 - ___log_ - INFO - Start loading; 2010-2
2017-02-13 00:01:37,437 - ___log_ - INFO - Doing regression 0.21; 2012-24
2017-02-13 00:01:38,135 - ___log_ - INFO - Doing regression 0.78; 2009-19
2017-02-13 00:01:38,215 - ___log_ - INFO - Doing regression 0.82; 2011-24
2017-02-13 00:01:41,612 - ___log_ - INFO - Doing regression 0.31; 2012-24
2017-02-13 00:01:43,561 - ___log_ - INFO - Doing regression 0.88; 2009-19
2017-02-13 00:01:45,355 - ___log_ - INFO - Doing regression 0.92; 2011-24
2017-02-13 00:01:46,262 - ___log_ - INFO - Doing regression 0.42; 2012-24
2017-02-13 00:01:48,993 - ___log_ - INFO - Start pickling; 2011-24
2017-02-13 00:01:49,158 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-25.csv
2017-02-13 00:01:49,158 - ___log_ - INFO - Start loading; 2011-25
2017-02-13 00:01:51,226 - ___log_ - INFO - Doing regression 0.52; 2012-24
2017-02-13 00:01:52,426 - ___log_ - INFO - Doing regression 0.98; 2009-19
2017-02-13 00:01:52,996 - ___log_ - INFO - Start pickling; 2009-19
2017-02-13 00:01:53,253 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-2.csv
2017-02-13 00:01:53,253 - ___log_ - INFO - Start loading; 2009-2
2017-02-13 00:01:56,772 - ___log_ - INFO - Doing regression 0.62; 2012-24
2017-02-13 00:02:00,865 - ___log_ - INFO - Doing regression 0.73; 2012-24
2017-02-13 00:02:04,799 - ___log_ - INFO - Doing regression 0.83; 2012-24
2017-02-13 00:02:10,346 - ___log_ - INFO - Doing regression 0.94; 2012-24
2017-02-13 00:02:13,838 - ___log_ - INFO - Start pickling; 2012-24
2017-02-13 00:02:13,993 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-25.csv
2017-02-13 00:02:13,993 - ___log_ - INFO - Start loading; 2012-25
2017-02-13 00:02:17,847 - ___log_ - INFO - Doing regression 0.00; 2011-25
2017-02-13 00:02:22,253 - ___log_ - INFO - Doing regression 0.10; 2011-25
2017-02-13 00:02:24,846 - ___log_ - INFO - Doing regression 0.00; 2010-2
2017-02-13 00:02:28,272 - ___log_ - INFO - Doing regression 0.20; 2011-25
2017-02-13 00:02:33,765 - ___log_ - INFO - Doing regression 0.09; 2010-2
2017-02-13 00:02:36,308 - ___log_ - INFO - Doing regression 0.31; 2011-25
2017-02-13 00:02:43,441 - ___log_ - INFO - Doing regression 0.41; 2011-25
2017-02-13 00:02:44,049 - ___log_ - INFO - Doing regression 0.19; 2010-2
2017-02-13 00:02:47,508 - ___log_ - INFO - Doing regression 0.00; 2009-2
2017-02-13 00:02:49,416 - ___log_ - INFO - Doing regression 0.00; 2012-25
2017-02-13 00:02:50,153 - ___log_ - INFO - Doing regression 0.51; 2011-25
2017-02-13 00:02:53,902 - ___log_ - INFO - Doing regression 0.28; 2010-2
2017-02-13 00:02:55,528 - ___log_ - INFO - Doing regression 0.10; 2012-25
2017-02-13 00:02:55,803 - ___log_ - INFO - Doing regression 0.61; 2011-25
2017-02-13 00:02:57,904 - ___log_ - INFO - Doing regression 0.10; 2009-2
2017-02-13 00:02:58,432 - ___log_ - INFO - Doing regression 0.71; 2011-25
2017-02-13 00:03:01,847 - ___log_ - INFO - Doing regression 0.21; 2012-25
2017-02-13 00:03:02,093 - ___log_ - INFO - Doing regression 0.37; 2010-2
2017-02-13 00:03:05,368 - ___log_ - INFO - Doing regression 0.82; 2011-25
2017-02-13 00:03:05,658 - ___log_ - INFO - Doing regression 0.31; 2012-25
2017-02-13 00:03:09,001 - ___log_ - INFO - Doing regression 0.20; 2009-2
2017-02-13 00:03:09,603 - ___log_ - INFO - Doing regression 0.47; 2010-2
2017-02-13 00:03:10,238 - ___log_ - INFO - Doing regression 0.42; 2012-25
2017-02-13 00:03:11,555 - ___log_ - INFO - Doing regression 0.92; 2011-25
2017-02-13 00:03:13,276 - ___log_ - INFO - Doing regression 0.29; 2009-2
2017-02-13 00:03:15,084 - ___log_ - INFO - Doing regression 0.56; 2010-2
2017-02-13 00:03:15,693 - ___log_ - INFO - Doing regression 0.52; 2012-25
2017-02-13 00:03:16,787 - ___log_ - INFO - Start pickling; 2011-25
2017-02-13 00:03:16,967 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-26.csv
2017-02-13 00:03:16,967 - ___log_ - INFO - Start loading; 2011-26
2017-02-13 00:03:19,603 - ___log_ - INFO - Doing regression 0.65; 2010-2
2017-02-13 00:03:19,797 - ___log_ - INFO - Doing regression 0.62; 2012-25
2017-02-13 00:03:20,537 - ___log_ - INFO - Doing regression 0.39; 2009-2
2017-02-13 00:03:25,975 - ___log_ - INFO - Doing regression 0.73; 2012-25
2017-02-13 00:03:27,994 - ___log_ - INFO - Doing regression 0.75; 2010-2
2017-02-13 00:03:32,616 - ___log_ - INFO - Doing regression 0.49; 2009-2
2017-02-13 00:03:33,531 - ___log_ - INFO - Doing regression 0.83; 2012-25
2017-02-13 00:03:38,304 - ___log_ - INFO - Doing regression 0.84; 2010-2
2017-02-13 00:03:39,145 - ___log_ - INFO - Doing regression 0.59; 2009-2
2017-02-13 00:03:39,915 - ___log_ - INFO - Doing regression 0.94; 2012-25
2017-02-13 00:03:43,405 - ___log_ - INFO - Start pickling; 2012-25
2017-02-13 00:03:43,699 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-26.csv
2017-02-13 00:03:43,699 - ___log_ - INFO - Start loading; 2012-26
2017-02-13 00:03:49,082 - ___log_ - INFO - Doing regression 0.00; 2011-26
2017-02-13 00:03:50,221 - ___log_ - INFO - Doing regression 0.93; 2010-2
2017-02-13 00:03:52,546 - ___log_ - INFO - Doing regression 0.69; 2009-2
2017-02-13 00:03:55,426 - ___log_ - INFO - Doing regression 0.10; 2011-26
2017-02-13 00:03:55,708 - ___log_ - INFO - Start pickling; 2010-2
2017-02-13 00:03:55,976 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-20.csv
2017-02-13 00:03:55,977 - ___log_ - INFO - Start loading; 2010-20
2017-02-13 00:03:59,235 - ___log_ - INFO - Doing regression 0.20; 2011-26
2017-02-13 00:03:59,963 - ___log_ - INFO - Doing regression 0.78; 2009-2
2017-02-13 00:04:04,628 - ___log_ - INFO - Doing regression 0.31; 2011-26
2017-02-13 00:04:08,825 - ___log_ - INFO - Doing regression 0.88; 2009-2
2017-02-13 00:04:13,302 - ___log_ - INFO - Doing regression 0.41; 2011-26
2017-02-13 00:04:14,012 - ___log_ - INFO - Doing regression 0.98; 2009-2
2017-02-13 00:04:15,512 - ___log_ - INFO - Doing regression 0.00; 2012-26
2017-02-13 00:04:16,966 - ___log_ - INFO - Start pickling; 2009-2
2017-02-13 00:04:17,283 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-20.csv
2017-02-13 00:04:17,283 - ___log_ - INFO - Start loading; 2009-20
2017-02-13 00:04:19,033 - ___log_ - INFO - Doing regression 0.51; 2011-26
2017-02-13 00:04:20,769 - ___log_ - INFO - Doing regression 0.10; 2012-26
2017-02-13 00:04:26,590 - ___log_ - INFO - Doing regression 0.61; 2011-26
2017-02-13 00:04:27,092 - ___log_ - INFO - Doing regression 0.21; 2012-26
2017-02-13 00:04:30,839 - ___log_ - INFO - Doing regression 0.71; 2011-26
2017-02-13 00:04:33,510 - ___log_ - INFO - Doing regression 0.31; 2012-26
2017-02-13 00:04:36,157 - ___log_ - INFO - Doing regression 0.82; 2011-26
2017-02-13 00:04:38,507 - ___log_ - INFO - Doing regression 0.42; 2012-26
2017-02-13 00:04:40,890 - ___log_ - INFO - Doing regression 0.92; 2011-26
2017-02-13 00:04:44,581 - ___log_ - INFO - Start pickling; 2011-26
2017-02-13 00:04:44,803 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-27.csv
2017-02-13 00:04:44,803 - ___log_ - INFO - Start loading; 2011-27
2017-02-13 00:04:45,699 - ___log_ - INFO - Doing regression 0.52; 2012-26
2017-02-13 00:04:51,640 - ___log_ - INFO - Doing regression 0.00; 2010-20
2017-02-13 00:04:55,129 - ___log_ - INFO - Doing regression 0.62; 2012-26
2017-02-13 00:05:02,495 - ___log_ - INFO - Doing regression 0.73; 2012-26
2017-02-13 00:05:06,312 - ___log_ - INFO - Doing regression 0.09; 2010-20
2017-02-13 00:05:07,384 - ___log_ - INFO - Doing regression 0.83; 2012-26
2017-02-13 00:05:12,508 - ___log_ - INFO - Doing regression 0.00; 2009-20
2017-02-13 00:05:12,687 - ___log_ - INFO - Doing regression 0.94; 2012-26
2017-02-13 00:05:14,442 - ___log_ - INFO - Doing regression 0.19; 2010-20
2017-02-13 00:05:16,779 - ___log_ - INFO - Start pickling; 2012-26
2017-02-13 00:05:16,978 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-27.csv
2017-02-13 00:05:16,978 - ___log_ - INFO - Start loading; 2012-27
2017-02-13 00:05:20,534 - ___log_ - INFO - Doing regression 0.00; 2011-27
2017-02-13 00:05:22,074 - ___log_ - INFO - Doing regression 0.10; 2009-20
2017-02-13 00:05:22,264 - ___log_ - INFO - Doing regression 0.28; 2010-20
2017-02-13 00:05:23,609 - ___log_ - INFO - Doing regression 0.10; 2011-27
2017-02-13 00:05:29,090 - ___log_ - INFO - Doing regression 0.37; 2010-20
2017-02-13 00:05:30,457 - ___log_ - INFO - Doing regression 0.20; 2011-27
2017-02-13 00:05:32,303 - ___log_ - INFO - Doing regression 0.20; 2009-20
2017-02-13 00:05:36,681 - ___log_ - INFO - Doing regression 0.31; 2011-27
2017-02-13 00:05:41,319 - ___log_ - INFO - Doing regression 0.47; 2010-20
2017-02-13 00:05:41,864 - ___log_ - INFO - Doing regression 0.29; 2009-20
2017-02-13 00:05:43,247 - ___log_ - INFO - Doing regression 0.41; 2011-27
2017-02-13 00:05:45,010 - ___log_ - INFO - Doing regression 0.00; 2012-27
2017-02-13 00:05:50,475 - ___log_ - INFO - Doing regression 0.56; 2010-20
2017-02-13 00:05:51,105 - ___log_ - INFO - Doing regression 0.51; 2011-27
2017-02-13 00:05:51,557 - ___log_ - INFO - Doing regression 0.10; 2012-27
2017-02-13 00:05:53,119 - ___log_ - INFO - Doing regression 0.39; 2009-20
2017-02-13 00:05:55,662 - ___log_ - INFO - Doing regression 0.61; 2011-27
2017-02-13 00:05:56,746 - ___log_ - INFO - Doing regression 0.21; 2012-27
2017-02-13 00:06:00,724 - ___log_ - INFO - Doing regression 0.65; 2010-20
2017-02-13 00:06:01,580 - ___log_ - INFO - Doing regression 0.71; 2011-27
2017-02-13 00:06:02,407 - ___log_ - INFO - Doing regression 0.31; 2012-27
2017-02-13 00:06:02,466 - ___log_ - INFO - Doing regression 0.49; 2009-20
2017-02-13 00:06:06,166 - ___log_ - INFO - Doing regression 0.82; 2011-27
2017-02-13 00:06:08,846 - ___log_ - INFO - Doing regression 0.75; 2010-20
2017-02-13 00:06:09,049 - ___log_ - INFO - Doing regression 0.42; 2012-27
2017-02-13 00:06:09,510 - ___log_ - INFO - Doing regression 0.59; 2009-20
2017-02-13 00:06:12,809 - ___log_ - INFO - Doing regression 0.52; 2012-27
2017-02-13 00:06:13,052 - ___log_ - INFO - Doing regression 0.92; 2011-27
2017-02-13 00:06:19,508 - ___log_ - INFO - Doing regression 0.62; 2012-27
2017-02-13 00:06:20,106 - ___log_ - INFO - Start pickling; 2011-27
2017-02-13 00:06:20,241 - ___log_ - INFO - Doing regression 0.84; 2010-20
2017-02-13 00:06:20,294 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-28.csv
2017-02-13 00:06:20,294 - ___log_ - INFO - Start loading; 2011-28
2017-02-13 00:06:20,581 - ___log_ - INFO - Doing regression 0.69; 2009-20
2017-02-13 00:06:25,218 - ___log_ - INFO - Doing regression 0.73; 2012-27
2017-02-13 00:06:26,228 - ___log_ - INFO - Doing regression 0.78; 2009-20
2017-02-13 00:06:29,288 - ___log_ - INFO - Doing regression 0.93; 2010-20
2017-02-13 00:06:29,608 - ___log_ - INFO - Doing regression 0.83; 2012-27
2017-02-13 00:06:33,150 - ___log_ - INFO - Start pickling; 2010-20
2017-02-13 00:06:33,464 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-21.csv
2017-02-13 00:06:33,464 - ___log_ - INFO - Start loading; 2010-21
2017-02-13 00:06:34,923 - ___log_ - INFO - Doing regression 0.94; 2012-27
2017-02-13 00:06:35,896 - ___log_ - INFO - Doing regression 0.88; 2009-20
2017-02-13 00:06:37,585 - ___log_ - INFO - Start pickling; 2012-27
2017-02-13 00:06:37,778 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-28.csv
2017-02-13 00:06:37,779 - ___log_ - INFO - Start loading; 2012-28
2017-02-13 00:06:40,499 - ___log_ - INFO - Doing regression 0.98; 2009-20
2017-02-13 00:06:42,388 - ___log_ - INFO - Start pickling; 2009-20
2017-02-13 00:06:42,703 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-21.csv
2017-02-13 00:06:42,703 - ___log_ - INFO - Start loading; 2009-21
2017-02-13 00:06:46,831 - ___log_ - INFO - Doing regression 0.00; 2011-28
2017-02-13 00:06:51,729 - ___log_ - INFO - Doing regression 0.10; 2011-28
2017-02-13 00:06:56,240 - ___log_ - INFO - Doing regression 0.20; 2011-28
2017-02-13 00:07:01,644 - ___log_ - INFO - Doing regression 0.31; 2011-28
2017-02-13 00:07:07,500 - ___log_ - INFO - Doing regression 0.00; 2012-28
2017-02-13 00:07:08,620 - ___log_ - INFO - Doing regression 0.41; 2011-28
2017-02-13 00:07:12,726 - ___log_ - INFO - Doing regression 0.51; 2011-28
2017-02-13 00:07:15,159 - ___log_ - INFO - Doing regression 0.10; 2012-28
2017-02-13 00:07:17,995 - ___log_ - INFO - Doing regression 0.61; 2011-28
2017-02-13 00:07:20,282 - ___log_ - INFO - Doing regression 0.00; 2010-21
2017-02-13 00:07:21,388 - ___log_ - INFO - Doing regression 0.21; 2012-28
2017-02-13 00:07:24,306 - ___log_ - INFO - Doing regression 0.71; 2011-28
2017-02-13 00:07:25,870 - ___log_ - INFO - Doing regression 0.09; 2010-21
2017-02-13 00:07:26,870 - ___log_ - INFO - Doing regression 0.31; 2012-28
2017-02-13 00:07:30,614 - ___log_ - INFO - Doing regression 0.82; 2011-28
2017-02-13 00:07:31,305 - ___log_ - INFO - Doing regression 0.42; 2012-28
2017-02-13 00:07:33,015 - ___log_ - INFO - Doing regression 0.19; 2010-21
2017-02-13 00:07:38,983 - ___log_ - INFO - Doing regression 0.92; 2011-28
2017-02-13 00:07:40,416 - ___log_ - INFO - Doing regression 0.52; 2012-28
2017-02-13 00:07:40,969 - ___log_ - INFO - Doing regression 0.00; 2009-21
2017-02-13 00:07:43,089 - ___log_ - INFO - Doing regression 0.28; 2010-21
2017-02-13 00:07:43,396 - ___log_ - INFO - Start pickling; 2011-28
2017-02-13 00:07:43,623 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-29.csv
2017-02-13 00:07:43,623 - ___log_ - INFO - Start loading; 2011-29
2017-02-13 00:07:46,456 - ___log_ - INFO - Doing regression 0.62; 2012-28
2017-02-13 00:07:49,579 - ___log_ - INFO - Doing regression 0.38; 2010-21
2017-02-13 00:07:49,787 - ___log_ - INFO - Doing regression 0.73; 2012-28
2017-02-13 00:07:50,821 - ___log_ - INFO - Doing regression 0.10; 2009-21
2017-02-13 00:07:55,979 - ___log_ - INFO - Doing regression 0.83; 2012-28
2017-02-13 00:07:58,362 - ___log_ - INFO - Doing regression 0.47; 2010-21
2017-02-13 00:07:59,620 - ___log_ - INFO - Doing regression 0.20; 2009-21
2017-02-13 00:08:00,699 - ___log_ - INFO - Doing regression 0.94; 2012-28
2017-02-13 00:08:04,735 - ___log_ - INFO - Doing regression 0.57; 2010-21
2017-02-13 00:08:06,171 - ___log_ - INFO - Start pickling; 2012-28
2017-02-13 00:08:06,355 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-29.csv
2017-02-13 00:08:06,356 - ___log_ - INFO - Start loading; 2012-29
2017-02-13 00:08:10,735 - ___log_ - INFO - Doing regression 0.00; 2011-29
2017-02-13 00:08:11,049 - ___log_ - INFO - Doing regression 0.66; 2010-21
2017-02-13 00:08:12,115 - ___log_ - INFO - Doing regression 0.29; 2009-21
2017-02-13 00:08:15,058 - ___log_ - INFO - Doing regression 0.10; 2011-29
2017-02-13 00:08:18,174 - ___log_ - INFO - Doing regression 0.75; 2010-21
2017-02-13 00:08:19,045 - ___log_ - INFO - Doing regression 0.39; 2009-21
2017-02-13 00:08:20,700 - ___log_ - INFO - Doing regression 0.20; 2011-29
2017-02-13 00:08:26,359 - ___log_ - INFO - Doing regression 0.85; 2010-21
2017-02-13 00:08:26,416 - ___log_ - INFO - Doing regression 0.31; 2011-29
2017-02-13 00:08:27,048 - ___log_ - INFO - Doing regression 0.49; 2009-21
2017-02-13 00:08:33,325 - ___log_ - INFO - Doing regression 0.00; 2012-29
2017-02-13 00:08:34,442 - ___log_ - INFO - Doing regression 0.41; 2011-29
2017-02-13 00:08:35,673 - ___log_ - INFO - Doing regression 0.59; 2009-21
2017-02-13 00:08:35,922 - ___log_ - INFO - Doing regression 0.94; 2010-21
2017-02-13 00:08:38,091 - ___log_ - INFO - Doing regression 0.10; 2012-29
2017-02-13 00:08:40,260 - ___log_ - INFO - Start pickling; 2010-21
2017-02-13 00:08:40,617 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-22.csv
2017-02-13 00:08:40,617 - ___log_ - INFO - Start loading; 2010-22
2017-02-13 00:08:41,032 - ___log_ - INFO - Doing regression 0.51; 2011-29
2017-02-13 00:08:42,408 - ___log_ - INFO - Doing regression 0.21; 2012-29
2017-02-13 00:08:43,869 - ___log_ - INFO - Doing regression 0.69; 2009-21
2017-02-13 00:08:44,090 - ___log_ - INFO - Doing regression 0.61; 2011-29
2017-02-13 00:08:46,779 - ___log_ - INFO - Doing regression 0.31; 2012-29
2017-02-13 00:08:47,990 - ___log_ - INFO - Doing regression 0.78; 2009-21
2017-02-13 00:08:48,867 - ___log_ - INFO - Doing regression 0.71; 2011-29
2017-02-13 00:08:50,757 - ___log_ - INFO - Doing regression 0.42; 2012-29
2017-02-13 00:08:56,668 - ___log_ - INFO - Doing regression 0.82; 2011-29
2017-02-13 00:08:58,120 - ___log_ - INFO - Doing regression 0.88; 2009-21
2017-02-13 00:08:58,472 - ___log_ - INFO - Doing regression 0.52; 2012-29
2017-02-13 00:09:02,828 - ___log_ - INFO - Doing regression 0.92; 2011-29
2017-02-13 00:09:03,710 - ___log_ - INFO - Doing regression 0.62; 2012-29
2017-02-13 00:09:05,449 - ___log_ - INFO - Start pickling; 2011-29
2017-02-13 00:09:05,598 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-3.csv
2017-02-13 00:09:05,598 - ___log_ - INFO - Start loading; 2011-3
2017-02-13 00:09:05,654 - ___log_ - INFO - Doing regression 0.98; 2009-21
2017-02-13 00:09:07,012 - ___log_ - INFO - Doing regression 0.73; 2012-29
2017-02-13 00:09:08,656 - ___log_ - INFO - Start pickling; 2009-21
